eid,title,authors,year,journal,doi,citations,abstract,link
2-s2.0-85122162900,Common Diagnoses and Costs in Pediatric Hospitalization in the US,Kaiser S.V.,2022,JAMA Pediatrics,10.1001/jamapediatrics.2021.5171,48,,https://api.elsevier.com/content/abstract/scopus_id/85122162900
2-s2.0-85082058786,Documenting social determinants of health-related clinical activities using standardized medical vocabularies,Arons A.,2018,JAMIA Open,10.1093/jamiaopen/ooy051,48,,https://api.elsevier.com/content/abstract/scopus_id/85082058786
2-s2.0-85028500234,Biomedical informatics: Computer applications in health care and biomedicine: Fourth edition,Shortliffe E.H.,2014,Biomedical Informatics Computer Applications in Health Care and Biomedicine Fourth Edition,10.1007/978-1-4471-4474-8,47,,https://api.elsevier.com/content/abstract/scopus_id/85028500234
2-s2.0-85047404286,Perioperative structure and process quality and safety indicators: a systematic review,Chazapis M.,2018,British Journal of Anaesthesia,10.1016/j.bja.2017.10.001,47,,https://api.elsevier.com/content/abstract/scopus_id/85047404286
2-s2.0-77955655452,"The cost, quality of life impact, and cost-utility of bariatric surgery in a managed care population",McEwen L.N.,2010,Obesity Surgery,10.1007/s11695-010-0169-0,47,,https://api.elsevier.com/content/abstract/scopus_id/77955655452
2-s2.0-34249058051,Potentially avoidable hospitalizations for COPD and pneumonia: The role of physician and practice characteristics,O'Malley A.S.,2007,Medical Care,10.1097/MLR.0b013e3180408df8,47,,https://api.elsevier.com/content/abstract/scopus_id/34249058051
2-s2.0-85081983854,A common variant in PNPLA3 is associated with age at diagnosis of NAFLD in patients from a multi-ethnic biobank,Walker R.W.,2020,Journal of Hepatology,10.1016/j.jhep.2020.01.029,47,,https://api.elsevier.com/content/abstract/scopus_id/85081983854
2-s2.0-85085910132,Database combinations to retrieve systematic reviews in overviews of reviews: A methodological study,Goossen K.,2020,BMC Medical Research Methodology,10.1186/s12874-020-00983-3,46,,https://api.elsevier.com/content/abstract/scopus_id/85085910132
2-s2.0-85136250471,Clinical Update: Collaborative Mental Health Care for Children and Adolescents in Pediatric Primary Care,Schlesinger A.,2023,Journal of the American Academy of Child and Adolescent Psychiatry,10.1016/j.jaac.2022.06.007,46,,https://api.elsevier.com/content/abstract/scopus_id/85136250471
2-s2.0-85071943213,Trends in United States emergency department visits and associated charges from 2010 to 2016,Lane B.H.,2020,American Journal of Emergency Medicine,10.1016/j.ajem.2019.158423,46,,https://api.elsevier.com/content/abstract/scopus_id/85071943213
2-s2.0-84936148219,Community health workers in Canada and other high-income countries: A scoping review and research gaps,Najafizada S.A.M.,2015,Canadian Journal of Public Health,10.17269/CJPH.106.4747,45,,https://api.elsevier.com/content/abstract/scopus_id/84936148219
2-s2.0-84858698370,Diverging racial and ethnic disparities in access to physician care: Comparing 2000 and 2007,Mahmoudi E.,2012,Medical Care,10.1097/MLR.0b013e318245a111,45,,https://api.elsevier.com/content/abstract/scopus_id/84858698370
2-s2.0-85116564820,"Changes in use of respiratory support for preterm infants in the us, 2008-2018",Hatch L.D.,2021,JAMA Pediatrics,10.1001/jamapediatrics.2021.1921,45,,https://api.elsevier.com/content/abstract/scopus_id/85116564820
2-s2.0-26044461485,"Pharmacy practice, research, education, and advocacy for older adults",Linnebur S.,2005,Pharmacotherapy,10.1592/phco.2005.25.10.1396,44,,https://api.elsevier.com/content/abstract/scopus_id/26044461485
2-s2.0-84919596498,Behavioral sexual risk-reduction counseling in primary care to prevent sexually transmitted infections: A systematic review for the U.S. Preventive Services Task Force,O'Connor E.A.,2014,Annals of Internal Medicine,10.7326/M14-0475,44,,https://api.elsevier.com/content/abstract/scopus_id/84919596498
2-s2.0-79954599466,Racial disparities in the frequency of patient safety events: Results from the national medicare patient safety monitoring system,Metersky M.L.,2011,Medical Care,10.1097/MLR.0b013e31820fc218,43,,https://api.elsevier.com/content/abstract/scopus_id/79954599466
2-s2.0-85092422322,Transition shock and job satisfaction changes among newly graduated nurses in their first year of work: A prospective longitudinal study,Kim E.Y.,2021,Journal of Nursing Management,10.1111/jonm.13164,43,,https://api.elsevier.com/content/abstract/scopus_id/85092422322
2-s2.0-85099126335,Altered metabolome of lipids and amino acids species: A source of early signature biomarkers of T2DM,Hameed A.,2020,Journal of Clinical Medicine,10.3390/jcm9072257,43,,https://api.elsevier.com/content/abstract/scopus_id/85099126335
2-s2.0-85124310934,Surgical interventions for treating extracapsular hip fractures in older adults: a network meta-analysis,Lewis S.R.,2022,Cochrane Database of Systematic Reviews,10.1002/14651858.CD013405.pub2,42,,https://api.elsevier.com/content/abstract/scopus_id/85124310934
2-s2.0-85130544244,Association of Private Equity Investment in US Nursing Homes with the Quality and Cost of Care for Long-Stay Residents,Braun R.T.,2021,JAMA Health Forum,10.1001/jamahealthforum.2021.3817,42,,https://api.elsevier.com/content/abstract/scopus_id/85130544244
2-s2.0-85060679118,Landscape of Health Systems in the United States,Furukawa M.F.,2020,Medical Care Research and Review,10.1177/1077558718823130,41,,https://api.elsevier.com/content/abstract/scopus_id/85060679118
2-s2.0-85085855301,Comprehensive review of ICD-9 code accuracies to measure multimorbidity in administrative data,Wei M.Y.,2020,BMC Health Services Research,10.1186/s12913-020-05207-4,41,,https://api.elsevier.com/content/abstract/scopus_id/85085855301
2-s2.0-84895922259,Application of the American Heart Association/American College of Sports Medicine adult preparticipation screening checklist to a nationally representative sample of US adults aged ≥40 years from the National Health and Nutrition Examination Survey 2001 to 2004,Whitfield G.P.,2014,Circulation,10.1161/CIRCULATIONAHA.113.004160,41,,https://api.elsevier.com/content/abstract/scopus_id/84895922259
2-s2.0-70350102988,Prioritizing quality indicator development across the healthcare system: Identifying what to measure,Evans S.M.,2009,Internal Medicine Journal,10.1111/j.1445-5994.2008.01733.x,41,,https://api.elsevier.com/content/abstract/scopus_id/70350102988
2-s2.0-85086355081,Association between Residential Neighborhood Social Conditions and Health Care Utilization and Costs,Zhang Y.,2020,Medical Care,10.1097/MLR.0000000000001337,40,,https://api.elsevier.com/content/abstract/scopus_id/85086355081
2-s2.0-73649145891,"The Role of Medicaid in Promoting Access to High-Quality, High-Value Maternity Care",Markus A.,2010,Women S Health Issues,10.1016/j.whi.2009.11.012,39,,https://api.elsevier.com/content/abstract/scopus_id/73649145891
2-s2.0-85168741245,Strategies to prevent catheter-associated urinary tract infections in acute-care hospitals: 2022 Update,Patel P.K.,2023,Infection Control and Hospital Epidemiology,10.1017/ice.2023.137,39,,https://api.elsevier.com/content/abstract/scopus_id/85168741245
2-s2.0-84968677424,"Using Social Media, Online Social Networks, and Internet Search as Platforms for Public Health Interventions: A Pilot Study",Huesch M.D.,2016,Health Services Research,10.1111/1475-6773.12496,39,,https://api.elsevier.com/content/abstract/scopus_id/84968677424
2-s2.0-85123932026,Medication Errors in Pediatrics: Proposals to Improve the Quality and Safety of Care Through Clinical Risk Management,D'Errico S.,2022,Frontiers in Medicine,10.3389/fmed.2021.814100,39,,https://api.elsevier.com/content/abstract/scopus_id/85123932026
2-s2.0-85108326421,"Soybean oil lowers circulating cholesterol levels and coronary heart disease risk, and has no effect on markers of inflammation and oxidation",Messina M.,2021,Nutrition,10.1016/j.nut.2021.111343,39,,https://api.elsevier.com/content/abstract/scopus_id/85108326421
2-s2.0-84872425980,The Southern European Atlantic Diet is associated with lower concentrations of markers of coronary risk,Guallar-Castillón P.,2013,Atherosclerosis,10.1016/j.atherosclerosis.2012.11.035,38,,https://api.elsevier.com/content/abstract/scopus_id/84872425980
2-s2.0-85112126975,Menopause,McNeil M.A.,2021,Annals of Internal Medicine,10.7326/AITC202107200,38,,https://api.elsevier.com/content/abstract/scopus_id/85112126975
2-s2.0-84974806787,Comparative effectiveness of quality improvement interventions for pressure ulcer prevention in academic medical centers in the United States,Padula W.V.,2015,Joint Commission Journal on Quality and Patient Safety,10.1016/s1553-7250(15)41034-7,38,,https://api.elsevier.com/content/abstract/scopus_id/84974806787
2-s2.0-85075508452,Reductions in Race and Ethnic Disparities in Hospital Readmissions Following Total Joint Arthroplasty from 2005 to 2015,Aseltine R.H.,2019,Journal of Bone and Joint Surgery American Volume,10.2106/JBJS.18.01112,38,,https://api.elsevier.com/content/abstract/scopus_id/85075508452
2-s2.0-0038702656,Major depressive disorder in the general hospital: Adaptation of clinical practice guidelines,Voellinger R.,2003,General Hospital Psychiatry,10.1016/S0163-8343(03)00009-4,37,,https://api.elsevier.com/content/abstract/scopus_id/0038702656
2-s2.0-85070392522,Unilateral remote temperature monitoring to predict future ulceration for the diabetic foot in remission,Lavery L.A.,2019,BMJ Open Diabetes Research and Care,10.1136/bmjdrc-2019-000696,37,,https://api.elsevier.com/content/abstract/scopus_id/85070392522
2-s2.0-12144287420,The burden of musculoskeletal conditions at the start of the new millennium,Agel J.,2003,World Health Organization Technical Report Series,,37,,https://api.elsevier.com/content/abstract/scopus_id/12144287420
2-s2.0-85113565921,Sexual and reproductive health discussions during preventive visits,Sieving R.E.,2021,Pediatrics,10.1542/peds.2020-049411,37,,https://api.elsevier.com/content/abstract/scopus_id/85113565921
2-s2.0-85084961060,"Black Race as a Social Determinant of Health and Outcomes After Lumbar Spinal Fusion Surgery: A Multistate Analysis, 2007 to 2014",Aladdin D.E.H.,2020,Spine,10.1097/BRS.0000000000003367,37,,https://api.elsevier.com/content/abstract/scopus_id/85084961060
2-s2.0-84897538977,"Public hospital quality report awareness: Evidence from national and Californian internet searches and social media mentions, 2012",Huesch M.D.,2014,BMJ Open,10.1136/bmjopen-2013-004417,37,,https://api.elsevier.com/content/abstract/scopus_id/84897538977
2-s2.0-85101126288,Black-White disparities in maternal in-hospital mortality according to teaching and Black-serving hospital status,Burris H.H.,2021,American Journal of Obstetrics and Gynecology,10.1016/j.ajog.2021.01.004,37,,https://api.elsevier.com/content/abstract/scopus_id/85101126288
2-s2.0-84939219655,Temporal patterns of physical activity and sedentary behavior in 10-14 year-old children on weekdays,De Baere S.,2015,BMC Public Health,10.1186/s12889-015-2093-7,37,,https://api.elsevier.com/content/abstract/scopus_id/84939219655
2-s2.0-85089163023,Outcomes of reoperative coronary artery bypass graft surgery in the united states,Elbadawi A.,2020,Journal of the American Heart Association,10.1161/JAHA.120.016282,35,,https://api.elsevier.com/content/abstract/scopus_id/85089163023
2-s2.0-85125020316,Use of Labor Neuraxial Analgesia for Vaginal Delivery and Severe Maternal Morbidity,Guglielminotti J.,2022,JAMA Network Open,10.1001/jamanetworkopen.2022.0137,35,,https://api.elsevier.com/content/abstract/scopus_id/85125020316
2-s2.0-84990229489,The importance of building trust and tailoring interactions when meeting older adults’ health literacy needs,Brooks C.,2017,Disability and Rehabilitation,10.1080/09638288.2016.1231849,35,,https://api.elsevier.com/content/abstract/scopus_id/84990229489
2-s2.0-33646812937,Trends in prescription drug expenditures by medicaid enrollees,Banthin J.,2006,Medical Care,10.1097/01.mlr.0000208132.36055.84,35,,https://api.elsevier.com/content/abstract/scopus_id/33646812937
2-s2.0-23844529323,A 38-year-old woman with fetal loss and hysterectomy,Sachs B.P.,2005,JAMA,10.1001/jama.294.7.833,35,,https://api.elsevier.com/content/abstract/scopus_id/23844529323
2-s2.0-85079863193,"Trends in MitraClip, mitral valve repair, and mitral valve replacement from 2000 to 2016",Zhou S.,2021,Journal of Thoracic and Cardiovascular Surgery,10.1016/j.jtcvs.2019.12.097,35,,https://api.elsevier.com/content/abstract/scopus_id/85079863193
2-s2.0-85129789482,The Cost and Financial Burden of Thyroid Cancer on Patients in the US: A Review and Directions for Future Research,Uppal N.,2022,JAMA Otolaryngology Head and Neck Surgery,10.1001/jamaoto.2022.0660,35,,https://api.elsevier.com/content/abstract/scopus_id/85129789482
2-s2.0-85072586596,Surgical ablation of atrial fibrillation concomitant to coronary-artery bypass grafting provides cost-effective mortality reduction,Rankin J.S.,2020,Journal of Thoracic and Cardiovascular Surgery,10.1016/j.jtcvs.2019.07.131,34,,https://api.elsevier.com/content/abstract/scopus_id/85072586596
2-s2.0-85088799893,Historical and projected hysterectomy rates in the USA: Implications for future observed cervical cancer rates and evaluating prevention interventions,Simms K.T.,2020,Gynecologic Oncology,10.1016/j.ygyno.2020.05.030,34,,https://api.elsevier.com/content/abstract/scopus_id/85088799893
2-s2.0-85089057485,Financial integration’s impact on care delivery and payment reforms: A survey of hospitals and physician practices,Fisher E.S.,2020,Health Affairs,10.1377/hlthaff.2019.01813,34,,https://api.elsevier.com/content/abstract/scopus_id/85089057485
2-s2.0-34247627405,Failure to rescue: Validation of an algorithm using administrative data,Horwitz L.I.,2007,Medical Care,10.1097/01.mlr.0000250226.33094.d4,34,,https://api.elsevier.com/content/abstract/scopus_id/34247627405
