eid,doi,title,authors,year,journal,citations,scopus_link,search_desc,query,relevance_score,confirmed_compendium,search_idx,search_eid,search_doi,search_title,search_authors,search_year,match_status,match_confidence,match_type,reference_idx,reference_title,reference_doi,match_details
2-s2.0-105003738949,10.1001/jamahealthforum.2025.0445,Changes in Primary Care Practice Setting and Practice Type for Medicare Beneficiaries,Bond A.M.,2025,JAMA Health Forum,0,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",6.0,False,246,2-s2.0-105003738949,10.1001/jamahealthforum.2025.0445,Changes in Primary Care Practice Setting and Practice Type for Medicare Beneficiaries,Bond A.M.,2025,no_match,0.0,,,,,
2-s2.0-86000160954,10.1001/jamainternmed.2024.8354,Telemedicine Adoption and Low-Value Care Use and Spending Among Fee-for-Service Medicare Beneficiaries,Ganguli I.,2025,JAMA Internal Medicine,0,,Author: Ganguli,"AUTHOR-NAME(""Ganguli I*"") AND TITLE-ABS-KEY(""health system*"")",6.0,False,247,2-s2.0-86000160954,10.1001/jamainternmed.2024.8354,Telemedicine Adoption and Low-Value Care Use and Spending Among Fee-for-Service Medicare Beneficiaries,Ganguli I.,2025,no_match,0.0,,,,,
2-s2.0-85218166199,10.1001/jamainternmed.2024.8190,Denominator and Composite Calculation Errors in Study of Health System Low-Value Services,Ganguli I.,2025,JAMA Internal Medicine,0,,Author: Ganguli,"AUTHOR-NAME(""Ganguli I*"") AND TITLE-ABS-KEY(""health system*"")",6.0,False,248,2-s2.0-85218166199,10.1001/jamainternmed.2024.8190,Denominator and Composite Calculation Errors in Study of Health System Low-Value Services,Ganguli I.,2025,no_match,0.0,,,,,
2-s2.0-105002224863,10.1016/j.numecd.2025.104027,Association between animal protein intake and overweight/obesity: A systematic review and meta-analysis of observational studies,Bricarello L.P.,2025,Nutrition Metabolism and Cardiovascular Diseases,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,251,2-s2.0-105002224863,10.1016/j.numecd.2025.104027,Association between animal protein intake and overweight/obesity: A systematic review and meta-analysis of observational studies,Bricarello L.P.,2025,no_match,0.0,,,,,
2-s2.0-105001695591,10.1007/s11606-024-09221-8,Development of a Tool to Measure Potentially Inappropriate Inter-Hospital Transfer (IHT): The POINT Study,Mueller S.K.,2025,Journal of General Internal Medicine,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,252,2-s2.0-105001695591,10.1007/s11606-024-09221-8,Development of a Tool to Measure Potentially Inappropriate Inter-Hospital Transfer (IHT): The POINT Study,Mueller S.K.,2025,no_match,0.0,,,,,
2-s2.0-105007069619,10.1371/journal.pone.0320603,Association between arsenic exposure and intrauterine growth restriction: A systematic review and meta-analysis,Jiang J.,2025,Plos One,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,253,2-s2.0-105007069619,10.1371/journal.pone.0320603,Association between arsenic exposure and intrauterine growth restriction: A systematic review and meta-analysis,Jiang J.,2025,no_match,0.0,,,,,
2-s2.0-105004183991,10.1016/j.eclinm.2025.103194,Determinants of SARS-CoV-2 outcomes in patients with cancer vs controls without cancer: a multivariable meta-analysis with genomic imputation,Cheng M.T.K.,2025,Eclinicalmedicine,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,254,2-s2.0-105004183991,10.1016/j.eclinm.2025.103194,Determinants of SARS-CoV-2 outcomes in patients with cancer vs controls without cancer: a multivariable meta-analysis with genomic imputation,Cheng M.T.K.,2025,no_match,0.0,,,,,
2-s2.0-85216300116,10.2106/JBJS.22.01273,Common Comorbidities and a Comparison of 4 Comorbidity Indices in Patients Undergoing Orthopaedic Oncology Surgery,Patel S.S.,2025,Journal of Bone and Joint Surgery,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,255,2-s2.0-85216300116,10.2106/JBJS.22.01273,Common Comorbidities and a Comparison of 4 Comorbidity Indices in Patients Undergoing Orthopaedic Oncology Surgery,Patel S.S.,2025,no_match,0.0,,,,,
2-s2.0-85219713720,10.18240/ijo.2025.03.20,Effect of pharmacological pupil changes on intraocular lens power calculation: a systematic review and Meta-analysis,Tan S.Y.,2025,International Journal of Ophthalmology,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,256,2-s2.0-85219713720,10.18240/ijo.2025.03.20,Effect of pharmacological pupil changes on intraocular lens power calculation: a systematic review and Meta-analysis,Tan S.Y.,2025,no_match,0.0,,,,,
2-s2.0-85214557401,10.1016/j.autrev.2025.103742,Systemic lupus erythematosus and male reproductive health: A systematic review and meta-analysis,Zhu J.,2025,Autoimmunity Reviews,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,257,2-s2.0-85214557401,10.1016/j.autrev.2025.103742,Systemic lupus erythematosus and male reproductive health: A systematic review and meta-analysis,Zhu J.,2025,no_match,0.0,,,,,
2-s2.0-85203975469,10.1007/s12094-024-03706-y,The prevalence of oral mucositis after radiotherapy in patients with Head and Neck Cancer and its associated factors: a meta-analysis,Li E.,2025,Clinical and Translational Oncology,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,258,2-s2.0-85203975469,10.1007/s12094-024-03706-y,The prevalence of oral mucositis after radiotherapy in patients with Head and Neck Cancer and its associated factors: a meta-analysis,Li E.,2025,no_match,0.0,,,,,
2-s2.0-105003215189,10.36849/JDD.8410R1,The Utility of Oral Polypodium Leucotomos Extract for Dermatologic Diseases:A Systematic Review,Zundell M.P.,2025,Journal of Drugs in Dermatology,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,259,2-s2.0-105003215189,10.36849/JDD.8410R1,The Utility of Oral Polypodium Leucotomos Extract for Dermatologic Diseases:A Systematic Review,Zundell M.P.,2025,no_match,0.0,,,,,
2-s2.0-85217203029,10.12114/j.issn.1007-9572.2024.0449,The Prevalence of Osteosarcopenia in Chinese Patients with Type 2 Diabetes Mellitus：a Meta-analysis,Sun Q.,2025,Chinese General Practice,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,260,2-s2.0-85217203029,10.12114/j.issn.1007-9572.2024.0449,The Prevalence of Osteosarcopenia in Chinese Patients with Type 2 Diabetes Mellitus：a Meta-analysis,Sun Q.,2025,no_match,0.0,,,,,
2-s2.0-105003541355,10.3760/cma.j.cn311847-20240619-00143,Meta-analysis of common diseases among military personnel in the tropical environment of Chinese islands,Shu J.,2025,Chinese Journal of Nautical Medicine and Hyperbaric Medicine,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,261,2-s2.0-105003541355,10.3760/cma.j.cn311847-20240619-00143,Meta-analysis of common diseases among military personnel in the tropical environment of Chinese islands,Shu J.,2025,no_match,0.0,,,,,
2-s2.0-105000358861,10.1016/j.jtv.2025.100881,Incidence of pressure injuries in patients with spinal cord injury: A systematic review and meta-analysis,Xu J.,2025,Journal of Tissue Viability,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,262,2-s2.0-105000358861,10.1016/j.jtv.2025.100881,Incidence of pressure injuries in patients with spinal cord injury: A systematic review and meta-analysis,Xu J.,2025,no_match,0.0,,,,,
2-s2.0-105001800849,10.1016/j.jhqr.2025.01.001,Analysis of patient safety indicators in complications due to care during hospitalization,Escandell Rico F.M.,2025,Journal of Healthcare Quality Research,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,263,2-s2.0-105001800849,10.1016/j.jhqr.2025.01.001,Analysis of patient safety indicators in complications due to care during hospitalization,Escandell Rico F.M.,2025,no_match,0.0,,,,,
2-s2.0-85214788702,10.1111/phn.13524,Prevalence and Risk Factors of Cognitive Impairment in COPD: A Systematic Review and Meta-Analysis,Zhang Z.,2025,Public Health Nursing,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,264,2-s2.0-85214788702,10.1111/phn.13524,Prevalence and Risk Factors of Cognitive Impairment in COPD: A Systematic Review and Meta-Analysis,Zhang Z.,2025,no_match,0.0,,,,,
2-s2.0-105002410236,10.1016/j.gerinurse.2025.03.060,"Visit rates and risk factors of healthcare-seeking behavior for urinary incontinence, fecal incontinence, and pelvic organ prolapse among women: A systematic review and meta-analysis",Hou J.,2025,Geriatric Nursing,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,265,2-s2.0-105002410236,10.1016/j.gerinurse.2025.03.060,"Visit rates and risk factors of healthcare-seeking behavior for urinary incontinence, fecal incontinence, and pelvic organ prolapse among women: A systematic review and meta-analysis",Hou J.,2025,no_match,0.0,,,,,
2-s2.0-105002882999,10.1016/j.gerinurse.2025.03.048,Association of dietary pattern and cognitive function in the elderly: A systematic review and meta-analysis,Pei H.,2025,Geriatric Nursing,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,266,2-s2.0-105002882999,10.1016/j.gerinurse.2025.03.048,Association of dietary pattern and cognitive function in the elderly: A systematic review and meta-analysis,Pei H.,2025,no_match,0.0,,,,,
2-s2.0-105001099080,10.1016/j.socscimed.2025.118025,Detection of potential causal pathways among social determinants of health: A data-informed framework,Korvink M.,2025,Social Science and Medicine,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,267,2-s2.0-105001099080,10.1016/j.socscimed.2025.118025,Detection of potential causal pathways among social determinants of health: A data-informed framework,Korvink M.,2025,no_match,0.0,,,,,
2-s2.0-105005515450,10.7326/ANNALS-24-02446,Health Care Delivery of Clinical Preventive Services for People With Disabilities A Systematic Review,Buckley D.I.,2025,Annals of Internal Medicine,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,268,2-s2.0-105005515450,10.7326/ANNALS-24-02446,Health Care Delivery of Clinical Preventive Services for People With Disabilities A Systematic Review,Buckley D.I.,2025,no_match,0.0,,,,,
2-s2.0-85219029005,10.1016/j.archger.2025.105782,Frailty and pre-frailty prevalence in community-dwelling elderly with multimorbidity: A systematic review and meta-analysis,Cai S.,2025,Archives of Gerontology and Geriatrics,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,269,2-s2.0-85219029005,10.1016/j.archger.2025.105782,Frailty and pre-frailty prevalence in community-dwelling elderly with multimorbidity: A systematic review and meta-analysis,Cai S.,2025,no_match,0.0,,,,,
2-s2.0-85219018030,10.1016/j.jcjq.2025.01.007,Patient Safety Culture Among Nurses in Hospital Settings Worldwide: A Systematic Review and Meta-Analysis,Kyriakeli G.,2025,Joint Commission Journal on Quality and Patient Safety,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,270,2-s2.0-85219018030,10.1016/j.jcjq.2025.01.007,Patient Safety Culture Among Nurses in Hospital Settings Worldwide: A Systematic Review and Meta-Analysis,Kyriakeli G.,2025,no_match,0.0,,,,,
2-s2.0-85170365391,10.1007/s40615-023-01794-0,"The Incidence, Prevalence and Mortality Rates of Black and White Persons with HIV in the United States in 2019",Hellinger F.J.,2024,Journal of Racial and Ethnic Health Disparities,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,271,2-s2.0-85170365391,10.1007/s40615-023-01794-0,"The Incidence, Prevalence and Mortality Rates of Black and White Persons with HIV in the United States in 2019",Hellinger F.J.,2024,no_match,0.0,,,,,
2-s2.0-85210498393,10.1186/s12877-024-05507-y,Association of motoric cognitive risk syndrome with depression in older adults: a meta-analysis and systematic review of cross-sectional and cohort studies,Zhou S.,2024,BMC Geriatrics,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,272,2-s2.0-85210498393,10.1186/s12877-024-05507-y,Association of motoric cognitive risk syndrome with depression in older adults: a meta-analysis and systematic review of cross-sectional and cohort studies,Zhou S.,2024,no_match,0.0,,,,,
2-s2.0-85211188970,10.1186/s12916-024-03799-w,Ethics practices associated with reusing health data: an assessment of patient registries,van den Akker O.R.,2024,BMC Medicine,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,273,2-s2.0-85211188970,10.1186/s12916-024-03799-w,Ethics practices associated with reusing health data: an assessment of patient registries,van den Akker O.R.,2024,no_match,0.0,,,,,
2-s2.0-85191541496,10.14423/SMJ.0000000000001686,Opioid Use Disorder among Hospitalized Adults in North Carolina: Analysis from the 2000-2020 NC State Inpatient Database,Alemu B.T.,2024,Southern Medical Journal,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,274,2-s2.0-85191541496,10.14423/SMJ.0000000000001686,Opioid Use Disorder among Hospitalized Adults in North Carolina: Analysis from the 2000-2020 NC State Inpatient Database,Alemu B.T.,2024,no_match,0.0,,,,,
2-s2.0-85198490240,10.5644/ama2006-124.443,An Efficacy and Safety Comparison of Regorafenib and Nivolumab in Unresectable Hepatocellular Cancer Patients: A Systematic Review,Darmadi D.,2024,Acta Medica Academica,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,275,2-s2.0-85198490240,10.5644/ama2006-124.443,An Efficacy and Safety Comparison of Regorafenib and Nivolumab in Unresectable Hepatocellular Cancer Patients: A Systematic Review,Darmadi D.,2024,no_match,0.0,,,,,
2-s2.0-85144383350,10.1177/19322968221142899,A Machine Learning Model for Prediction of Amputation in Diabetics,Stefanopoulos S.,2024,Journal of Diabetes Science and Technology,7,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,276,2-s2.0-85144383350,10.1177/19322968221142899,A Machine Learning Model for Prediction of Amputation in Diabetics,Stefanopoulos S.,2024,no_match,0.0,,,,,
2-s2.0-85199811549,10.1002/jeo2.12101,No difference in postoperative patient satisfaction rates between mechanical and kinematic alignment total knee arthroplasty: A systematic review,Khan Z.A.,2024,Journal of Experimental Orthopaedics,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,277,2-s2.0-85199811549,10.1002/jeo2.12101,No difference in postoperative patient satisfaction rates between mechanical and kinematic alignment total knee arthroplasty: A systematic review,Khan Z.A.,2024,no_match,0.0,,,,,
2-s2.0-85196430841,10.1016/j.nepr.2024.104024,"Evidence-based practice attitudes, knowledge and skills of nursing students and nurses, a systematic review and meta-analysis",Li H.,2024,Nurse Education in Practice,6,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,278,2-s2.0-85196430841,10.1016/j.nepr.2024.104024,"Evidence-based practice attitudes, knowledge and skills of nursing students and nurses, a systematic review and meta-analysis",Li H.,2024,no_match,0.0,,,,,
2-s2.0-85196614057,10.3761/j.issn.0254-1769.2024.12.007,Summary of the best evidence on health education for patients with temporary enterostomies,Li D.,2024,Chinese Journal of Nursing,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,279,2-s2.0-85196614057,10.3761/j.issn.0254-1769.2024.12.007,Summary of the best evidence on health education for patients with temporary enterostomies,Li D.,2024,no_match,0.0,,,,,
2-s2.0-85201706360,10.1086/731508,"ERRATUM: Heterogeneous Effects of the Affordable Care Act on Emergency Department Visits and Payer Composition among Older Adults by Race and Ethnicity (American Journal of Health Economics (2024), 10, 2, (272–299), 10.1086/728787)",,2024,American Journal of Health Economics,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,280,2-s2.0-85201706360,10.1086/731508,"ERRATUM: Heterogeneous Effects of the Affordable Care Act on Emergency Department Visits and Payer Composition among Older Adults by Race and Ethnicity (American Journal of Health Economics (2024), 10, 2, (272–299), 10.1086/728787)",,2024,no_match,0.0,,,,,
2-s2.0-85200574025,,Assessment of Patient Safety Culture Among Healthcare Workers in the Primary Care of Bahrain,Alnooh Y.,2024,Bahrain Medical Bulletin,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,281,2-s2.0-85200574025,,Assessment of Patient Safety Culture Among Healthcare Workers in the Primary Care of Bahrain,Alnooh Y.,2024,no_match,0.0,,,,,
2-s2.0-85192847555,10.1016/j.jcjq.2024.04.002,Lessons Learned from a National Hospital Antibiotic Stewardship Implementation Project,Cosgrove S.E.,2024,Joint Commission Journal on Quality and Patient Safety,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,282,2-s2.0-85192847555,10.1016/j.jcjq.2024.04.002,Lessons Learned from a National Hospital Antibiotic Stewardship Implementation Project,Cosgrove S.E.,2024,no_match,0.0,,,,,
2-s2.0-85196975716,10.1371/journal.pone.0299158,Physical activity on the mental health of children and adolescents during COVID-19 pandemic-induced school closures—A systematic review,Zhong B.,2024,Plos One,3,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,283,2-s2.0-85196975716,10.1371/journal.pone.0299158,Physical activity on the mental health of children and adolescents during COVID-19 pandemic-induced school closures—A systematic review,Zhong B.,2024,no_match,0.0,,,,,
2-s2.0-85184249386,10.1016/j.pec.2024.108157,Patients’ and physicians’ beliefs and attitudes towards integrating personalized risk estimates into patient education about left ventricular assist device therapy,Kostick-Quenet K.M.,2024,Patient Education and Counseling,5,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,284,2-s2.0-85184249386,10.1016/j.pec.2024.108157,Patients’ and physicians’ beliefs and attitudes towards integrating personalized risk estimates into patient education about left ventricular assist device therapy,Kostick-Quenet K.M.,2024,no_match,0.0,,,,,
2-s2.0-85190408844,10.1111/hae.15009,Oral health in individuals with bleeding disorders: A systematic review and meta-analysis,Bhadauria U.S.,2024,Haemophilia,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,285,2-s2.0-85190408844,10.1111/hae.15009,Oral health in individuals with bleeding disorders: A systematic review and meta-analysis,Bhadauria U.S.,2024,no_match,0.0,,,,,
2-s2.0-85183650132,10.1111/jocn.17021,Correlates of death anxiety for patients with cancer: A systematic review and meta-analysis,Li Y.,2024,Journal of Clinical Nursing,12,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,286,2-s2.0-85183650132,10.1111/jocn.17021,Correlates of death anxiety for patients with cancer: A systematic review and meta-analysis,Li Y.,2024,no_match,0.0,,,,,
2-s2.0-85196276611,10.1111/hel.13103,Global Primary Antibiotic Resistance Rate of Helicobacter pylori in Recent 10 years: A Systematic Review and Meta-Analysis,Yu Y.,2024,Helicobacter,23,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,287,2-s2.0-85196276611,10.1111/hel.13103,Global Primary Antibiotic Resistance Rate of Helicobacter pylori in Recent 10 years: A Systematic Review and Meta-Analysis,Yu Y.,2024,no_match,0.0,,,,,
2-s2.0-85184921367,10.1016/j.nut.2024.112362,Dynamic changes at high-protein dietary pattern of major fatty acids in healthy lactating women: A systematic review and meta-analysis,Liu W.,2024,Nutrition,3,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,288,2-s2.0-85184921367,10.1016/j.nut.2024.112362,Dynamic changes at high-protein dietary pattern of major fatty acids in healthy lactating women: A systematic review and meta-analysis,Liu W.,2024,no_match,0.0,,,,,
2-s2.0-85189359760,10.1097/QMH.0000000000000440,Associations between Lean IT Management and Financial Performance in US Hospitals,Lee J.,2024,Quality Management in Health Care,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,289,2-s2.0-85189359760,10.1097/QMH.0000000000000440,Associations between Lean IT Management and Financial Performance in US Hospitals,Lee J.,2024,no_match,0.0,,,,,
2-s2.0-85207183975,10.1186/s12902-024-01743-w,The association between the triglyceride-glucose index and vitamin D status: a systematic review and meta-analysis,Li Z.,2024,BMC Endocrine Disorders,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,290,2-s2.0-85207183975,10.1186/s12902-024-01743-w,The association between the triglyceride-glucose index and vitamin D status: a systematic review and meta-analysis,Li Z.,2024,no_match,0.0,,,,,
2-s2.0-85173230881,10.1016/j.acap.2023.08.014,Comparing the Kids' Inpatient Database and National Inpatient Sample for Pediatric Research,McBride S.C.,2024,Academic Pediatrics,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,291,2-s2.0-85173230881,10.1016/j.acap.2023.08.014,Comparing the Kids' Inpatient Database and National Inpatient Sample for Pediatric Research,McBride S.C.,2024,no_match,0.0,,,,,
2-s2.0-85188860177,10.1016/j.jamda.2024.03.004,"Corrigendum: Appropriate Antipsychotic Use in Nursing Home Populations: A Wakeup Call to CMS (Journal of the American Medical Directors Association (2023) 24(10) (1439–1441), (S1525861023007247), (10.1016/j.jamda.2023.08.014))",,2024,Journal of the American Medical Directors Association,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,292,2-s2.0-85188860177,10.1016/j.jamda.2024.03.004,"Corrigendum: Appropriate Antipsychotic Use in Nursing Home Populations: A Wakeup Call to CMS (Journal of the American Medical Directors Association (2023) 24(10) (1439–1441), (S1525861023007247), (10.1016/j.jamda.2023.08.014))",,2024,no_match,0.0,,,,,
2-s2.0-85184612777,10.1016/j.jstrokecerebrovasdis.2024.107616,Differences in intracranial atherosclerosis plaque between posterior circulation and anterior circulation on high-resolution magnetic resonance imaging: A systematic review and meta-analysis,Yan H.,2024,Journal of Stroke and Cerebrovascular Diseases,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,293,2-s2.0-85184612777,10.1016/j.jstrokecerebrovasdis.2024.107616,Differences in intracranial atherosclerosis plaque between posterior circulation and anterior circulation on high-resolution magnetic resonance imaging: A systematic review and meta-analysis,Yan H.,2024,no_match,0.0,,,,,
2-s2.0-85176543850,10.1007/s13760-023-02409-5,Neutrophil extracellular traps correlate with severity and prognosis in patients with ischemic stroke: a systematic review and meta-analysis,Wu Z.R.,2024,Acta Neurologica Belgica,5,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,294,2-s2.0-85176543850,10.1007/s13760-023-02409-5,Neutrophil extracellular traps correlate with severity and prognosis in patients with ischemic stroke: a systematic review and meta-analysis,Wu Z.R.,2024,no_match,0.0,,,,,
2-s2.0-85184160767,10.1016/j.soncn.2024.151580,Transitional Care Navigation,Rodriguez A.L.,2024,Seminars in Oncology Nursing,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,295,2-s2.0-85184160767,10.1016/j.soncn.2024.151580,Transitional Care Navigation,Rodriguez A.L.,2024,no_match,0.0,,,,,
2-s2.0-85188097237,10.3389/fped.2024.1289399,Caucasian and African American racial disparity in neonatal hospital mortality,Burdjalov M.,2024,Frontiers in Pediatrics,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,296,2-s2.0-85188097237,10.3389/fped.2024.1289399,Caucasian and African American racial disparity in neonatal hospital mortality,Burdjalov M.,2024,no_match,0.0,,,,,
2-s2.0-85186536650,10.1097/RNJ.0000000000000452,The Effect of Teach-Back on Readmission Rates in Rehabilitation Patients,Bidlespacher K.,2024,Rehabilitation Nursing,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,297,2-s2.0-85186536650,10.1097/RNJ.0000000000000452,The Effect of Teach-Back on Readmission Rates in Rehabilitation Patients,Bidlespacher K.,2024,no_match,0.0,,,,,
2-s2.0-85179318168,10.1111/jdv.19686,Epidemiology of mental health comorbidity in patients with atopic dermatitis: An analysis of global trends from 1998 to 2022,Cai X.c.,2024,Journal of the European Academy of Dermatology and Venereology,13,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,298,2-s2.0-85179318168,10.1111/jdv.19686,Epidemiology of mental health comorbidity in patients with atopic dermatitis: An analysis of global trends from 1998 to 2022,Cai X.c.,2024,no_match,0.0,,,,,
2-s2.0-85163691943,10.1089/chi.2022.0230,Risk of Overweight and Obesity in Children and Adolescents With Attention- Deficit/Hyperactivity Disorder: A Systematic Review and Meta-Analysis,Zhu Y.,2024,Childhood Obesity,12,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,299,2-s2.0-85163691943,10.1089/chi.2022.0230,Risk of Overweight and Obesity in Children and Adolescents With Attention- Deficit/Hyperactivity Disorder: A Systematic Review and Meta-Analysis,Zhu Y.,2024,no_match,0.0,,,,,
2-s2.0-85192905891,10.3122/jabfm.2023.230116R1,The Ability of Primary Care Practices to Measure and Report on Care Quality,Parchman M.L.,2024,Journal of the American Board of Family Medicine,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,300,2-s2.0-85192905891,10.3122/jabfm.2023.230116R1,The Ability of Primary Care Practices to Measure and Report on Care Quality,Parchman M.L.,2024,no_match,0.0,,,,,
2-s2.0-85188750169,10.21037/tp-23-465,Summary of the best evidence for the prevention of nasal injury in preterm infants with nasal noninvasive ventilation,Fu Y.,2024,Translational Pediatrics,4,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,301,2-s2.0-85188750169,10.21037/tp-23-465,Summary of the best evidence for the prevention of nasal injury in preterm infants with nasal noninvasive ventilation,Fu Y.,2024,no_match,0.0,,,,,
2-s2.0-85185775318,10.1371/journal.pone.0299137,Estimates of 30-day postoperative pulmonary complications after gastrointestinal endoscopic procedures: A retrospective cohort analysis of a health system population,Carr Z.J.,2024,Plos One,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,302,2-s2.0-85185775318,10.1371/journal.pone.0299137,Estimates of 30-day postoperative pulmonary complications after gastrointestinal endoscopic procedures: A retrospective cohort analysis of a health system population,Carr Z.J.,2024,no_match,0.0,,,,,
2-s2.0-85173037194,10.1007/s00405-023-08258-5,External auditory exostosis among surfers: a comprehensive and systematic review,Vallée A.,2024,European Archives of Oto Rhino Laryngology,3,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,303,2-s2.0-85173037194,10.1007/s00405-023-08258-5,External auditory exostosis among surfers: a comprehensive and systematic review,Vallée A.,2024,no_match,0.0,,,,,
2-s2.0-85181540145,10.5664/jcsm.10832,Long-term health outcomes for patients with obstructive sleep apnea: placing the Agency for Healthcare Research and Quality report in context—a multisociety commentary,Patil S.P.,2024,Journal of Clinical Sleep Medicine,14,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,304,2-s2.0-85181540145,10.5664/jcsm.10832,Long-term health outcomes for patients with obstructive sleep apnea: placing the Agency for Healthcare Research and Quality report in context—a multisociety commentary,Patil S.P.,2024,no_match,0.0,,,,,
2-s2.0-85199928833,10.3390/ijerph21070908,Impact of Muscle Changes Assessed by Ultrasonography on Muscle Strength and Functioning after ICU Discharge: A Systematic Review with Meta-Analysis,Barbosa F.D.S.,2024,International Journal of Environmental Research and Public Health,3,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,305,2-s2.0-85199928833,10.3390/ijerph21070908,Impact of Muscle Changes Assessed by Ultrasonography on Muscle Strength and Functioning after ICU Discharge: A Systematic Review with Meta-Analysis,Barbosa F.D.S.,2024,no_match,0.0,,,,,
2-s2.0-85202201118,10.32771/inajog.v12i3.2100,Effectiveness of the Telemedicine Approach on Maternal Health Practices among Pregnant Women in Rural Areas,Bonifasius ,2024,Indonesian Journal of Obstetrics and Gynecology,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,306,2-s2.0-85202201118,10.32771/inajog.v12i3.2100,Effectiveness of the Telemedicine Approach on Maternal Health Practices among Pregnant Women in Rural Areas,Bonifasius ,2024,no_match,0.0,,,,,
